0,4.2,26.1,0,0,0,0,0,0,0,0,0,3.8,0,0,5,0,0,0,0,0,0,0,0,0,0,0
4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0
26.1,0,0,0,0,0,0,0,0,0,18.6,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,5.5,0,9.4,0,0,5.4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5.3,10,0,5.9,0,0,0,0,0,0,4.6,0,2.6,0,0
0,0,0,0,0,0,0,0,6.7,0,0,0,0,15.1,10.1,0,0,0,0,0,0,0,0,0,6.1,12.7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16.3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,9.4,6.8,1.4,0,0,0
0,0,0,0,0,6,0,0,0,19.2,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,12.5,0
0,0,0,0,0,0,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,19.3,0,0,0
0,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,18.2
0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,6.6,16.9,3,9.3,0,0,0,0,0
3.8,0,0,10.3,5.3,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,10,2.7,0,0,0,0
0,0,0,0,10,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0
0,0,0,0,0,10.1,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0
5,0,0,0,5.9,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5.5,11.3,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,6.8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16.6,0,10.2,0,0,0,0,0,0,0,0
0,0,0,9.4,0,0,5,0,0,0,0,6.6,0,0,0,0,6.8,10.2,0,19.6,0,0,0,0,0,0,0
0,0,0,0,0,0,16.3,0,0,0,0,16.9,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,9.7
0,0,0,5.4,0,0,0,9.4,0,0,0,9.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.6,0,0,6.8,0,21.2,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0
0,0,0,0,0,0,0,1.4,0,19.3,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0
0,0,0,0,2.6,6.1,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,4.7,0,0,0,0
0,0,0,0,0,12.7,0,0,12.5,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,0,13.3,9.1,0,0,0,0,0,0
